# Cores,Memory (GB),Average watts @ active idle,Average watts @ 10% of target load,Average watts @ 20% of target load,Average watts @ 30% of target load,Average watts @ 40% of target load,Average watts @ 50% of target load,Average watts @ 60% of target load,Average watts @ 70% of target load,Average watts @ 80% of target load,Average watts @ 90% of target load,Average watts @ 100% of target load,speed @ active idle,speed @ 10% of target load,speed @ 20% of target load,speed @ 30% of target load,speed @ 40% of target load,speed @ 50% of target load,speed @ 60% of target load,speed @ 70% of target load,speed @ 80% of target load,speed @ 90% of target load,speed @ 100% of target load
8,16.0,21.5,27.2,30.3,33.1,36.5,40.7,45.4,51.1,59.8,70.1,81.5,1.3703115539826822,1.3703115539826822,1.3740246730321566,1.374341547524344,1.3684712444319032,1.3761257946649665,1.376440502493959,1.3746224399313376,1.37770326088697,1.3723500229381194,1.3808382871128773
8,16.0,21.7,27.5,30.5,33.2,36.1,40.1,44.5,49.7,55.9,66.4,82.8,1.3868702774462034,1.3868702774462034,1.3939227661441111,1.392140685666683,1.398086821970929,1.3889892740503673,1.3940988075286598,1.3946679435213425,1.3939491723517936,1.3919131860312663,1.3941015158576526
8,32.0,28.0,37.8,45.6,52.6,59.6,67.9,76.3,85.0,93.3,99.8,106.0,1.4170992915021556,1.4170992915021556,1.4137477343732536,1.4155027315607513,1.4169804635675853,1.4230248445060547,1.4213263159780618,1.4184364322164398,1.4181596023029357,1.4202612656015443,1.4142961709943467
8,32.0,27.5,36.1,41.3,47.2,52.5,57.9,65.8,75.8,85.6,94.8,102.0,1.449310802381022,1.449310802381022,1.4423334698126713,1.4404261291193141,1.4414681586993912,1.443397436857592,1.4445739349721736,1.4416187611366118,1.437619961741388,1.4367143642343365,1.4352464499201019
32,128.0,111.0,159.0,172.0,184.0,196.0,208.0,222.0,237.0,259.0,296.0,331.0,1.1581579877231787,1.1581579877231787,1.160993100367218,1.1625536056789023,1.163211221812528,1.1647696958774674,1.1623047779526658,1.1603917787862337,1.1637748927842069,1.1609116812268647,1.1581549408530616
32,128.0,106.0,182.0,198.0,212.0,225.0,241.0,259.0,280.0,316.0,359.0,384.0,1.3320611465315577,1.3320611465315577,1.3315309911311675,1.3306291175764813,1.3277726768416216,1.3297272440217949,1.3284759960270047,1.3287270000890394,1.3271633028181848,1.3293528175385052,1.3271191232014856
60,128.0,94.4,123.0,140.0,158.0,177.0,198.0,219.0,243.0,265.0,299.0,349.0,1.2495304431947882,1.2495304431947882,1.2526610360038875,1.250159953055521,1.2492061502362288,1.2491722372470984,1.2481534345319727,1.2485854214173242,1.2489094115813377,1.2473974574826077,1.2456346885684342
60,128.0,80.7,143.0,164.0,182.0,202.0,224.0,242.0,263.0,285.0,304.0,323.0,1.386534680157934,1.386534680157934,1.381731753072342,1.3850064760852459,1.3882229111480815,1.3883638620091547,1.3878007650854687,1.3875560061609413,1.3885434948734547,1.385501040510064,1.3882324491762743
64,128.0,79.5,113.0,129.0,149.0,168.0,183.0,194.0,203.0,212.0,222.0,231.0,1.1324464664276375,1.1324464664276375,1.1265599133612383,1.131194541350599,1.1265497571275145,1.129320377687407,1.1278497550441795,1.1285606914048558,1.1294671352647179,1.1291452390791894,1.1234480433482215
64,128.0,78.7,114.0,129.0,150.0,164.0,175.0,185.0,195.0,207.0,218.0,230.0,1.183501853357913,1.183501853357913,1.1869082541489242,1.1846163307385538,1.1848668511704112,1.1852324755844732,1.1846129453273126,1.1840775667210073,1.1842371646795264,1.183147062259823,1.1783424866261485
64,128.0,70.3,109.0,125.0,143.0,161.0,174.0,185.0,195.0,205.0,215.0,224.0,1.0508776908971391,1.0508776908971391,1.0509061283515662,1.050215504458338,1.0494893337470756,1.0527301879283868,1.052256907436851,1.0497367105827806,1.0504922618273154,1.0507752257835687,1.0444711386640742
32,128.0,61.7,92.3,105.0,116.0,127.0,136.0,145.0,153.0,161.0,170.0,181.0,0.6495774746329867,0.6495774746329867,0.6472313846427552,0.6478275555623507,0.6473250758988586,0.6485567731437301,0.6500192707999782,0.6486873532916093,0.6487243510001752,0.6497315108444665,0.646466620243342
64,128.0,53.2,105.0,120.0,134.0,147.0,167.0,184.0,204.0,223.0,249.0,269.0,1.3359103591129329,1.3359103591129329,1.3372814506656656,1.3427082648854942,1.3377384811832431,1.3377303561962641,1.3396444677121035,1.339479549821634,1.335511726939268,1.3373344887751129,1.3352522351676213
64,128.0,56.8,100.0,116.0,130.0,143.0,162.0,191.0,211.0,231.0,250.0,268.0,1.293414645965199,1.293414645965199,1.2909893373519208,1.296219797719753,1.2946455814925413,1.2940829261442346,1.2958440170719667,1.2945077468920019,1.2970373745345305,1.2931052193777428,1.2885294975439812
64,128.0,58.0,104.0,120.0,134.0,150.0,169.0,197.0,217.0,236.0,255.0,272.0,1.2892404339046573,1.2892404339046573,1.291669805011425,1.2892458505626432,1.2912838681299152,1.290052932602573,1.2910570455767472,1.289795254444091,1.2897477377791684,1.288467205977141,1.2836016929411227
64,128.0,53.7,104.0,119.0,132.0,147.0,172.0,197.0,218.0,237.0,255.0,270.0,1.1837151342661156,1.1837151342661156,1.1818606059881231,1.18597049523508,1.1854863814275718,1.187499346951658,1.1855236209512263,1.184524441004861,1.1842523990301124,1.1821020986566704,1.1775543628891703
28,48.0,37.3,64.3,76.9,90.5,107.0,122.0,140.0,160.0,186.0,214.0,235.0,1.4723207655059938,1.4723207655059938,1.4801451279669215,1.476181759318489,1.4811566888458265,1.4804668774512961,1.476651383565884,1.4807370913039746,1.4786826303106735,1.4803942942342823,1.4749630112716154
28,48.0,39.4,65.0,75.9,86.2,96.8,109.0,125.0,144.0,164.0,187.0,217.0,1.4379910705216612,1.4379910705216612,1.4356778867286952,1.4368584473367667,1.4379520705841613,1.4380446954357236,1.4372776966648912,1.436311983926797,1.4380861328693173,1.436031865328087,1.4355535744279142
28,48.0,38.9,68.1,80.7,94.1,109.0,126.0,144.0,163.0,191.0,217.0,237.0,1.4480335544278986,1.4480335544278986,1.4502419258888335,1.4454725585320685,1.4483845538653983,1.4429976874982176,1.4477508048810241,1.4494117843620489,1.4481651792169612,1.4520001730711232,1.4443919352638406
56,96.0,52.4,117.0,144.0,171.0,201.0,233.0,268.0,307.0,365.0,417.0,457.0,1.4165435423927812,1.4165435423927812,1.4178183528498112,1.4167052296336666,1.4187872575470755,1.4188226012404348,1.4177492904604883,1.4184346911478014,1.4179524151349672,1.4189883509748096,1.413223672713098
28,48.0,38.7,68.9,82.2,94.6,107.0,121.0,138.0,156.0,178.0,210.0,233.0,1.4652032769122525,1.4652032769122525,1.4659004007950642,1.4598732854539258,1.4634239047638173,1.4646524027950658,1.4673482734747498,1.464162117866495,1.460285628543118,1.4609539087221535,1.4573691644669498
56,96.0,50.0,116.0,140.0,162.0,186.0,213.0,247.0,287.0,339.0,404.0,448.0,1.437086759470881,1.437086759470881,1.4356608242560391,1.4359289488263511,1.4367759787189283,1.434061826818541,1.4373955089760888,1.4338257379111752,1.435956370657406,1.435446866265588,1.4308004570451076
56,96.0,48.7,114.0,138.0,160.0,183.0,211.0,246.0,289.0,341.0,407.0,451.0,1.416509417447469,1.416509417447469,1.4163680426740317,1.4115702378628396,1.4146252329670026,1.4144351082716902,1.4150192948354916,1.4141690729837442,1.4106246925031403,1.4122960700329776,1.408782554830291
80,256.0,119.0,181.0,211.0,240.0,268.0,301.0,339.0,389.0,450.0,576.0,651.0,1.1224033054391518,1.1224033054391518,1.1149513382147684,1.1154252957885527,1.1162005549628138,1.1161944612225794,1.1159850171137835,1.1177293099533563,1.1162868829494674,1.11797262966924,1.1144435265285713
80,256.0,110.0,181.0,211.0,240.0,268.0,303.0,344.0,397.0,455.0,578.0,623.0,1.101840317559403,1.101840317559403,1.100190945202634,1.1033371207162295,1.100854485805932,1.1008057358840568,1.1027683716276886,1.10105954500112,1.1005040957424557,1.1015436050719418,1.0979917820602756
36,64.0,45.0,83.7,101.0,118.0,133.0,145.0,162.0,188.0,218.0,248.0,276.0,1.181263106945656,1.181263106945656,1.1809443574564737,1.1874680970017382,1.1871168475646392,1.1845931016091136,1.1842981020818704,1.1850409580342502,1.183994977567648,1.1880230961123146,1.1847806013086326
56,96.0,49.3,118.0,145.0,173.0,203.0,237.0,271.0,308.0,366.0,419.0,461.0,1.4037125629552973,1.4037125629552973,1.4071786824006054,1.4057852471336802,1.4061914964826379,1.4067082456545121,1.4055008725894096,1.4067172992114318,1.4090250856916189,1.405007956712674,1.4035200007638913
80,256.0,143.0,199.0,228.0,256.0,282.0,313.0,350.0,400.0,458.0,577.0,647.0,1.1252308009078982,1.1252308009078982,1.122568513507728,1.1265249307784118,1.1241528859686634,1.1233390331062512,1.1236721575723967,1.126885396470582,1.1242899951239367,1.1246396328738035,1.121896847917451
80,256.0,127.0,198.0,226.0,253.0,281.0,314.0,354.0,405.0,464.0,576.0,619.0,1.0987812599617501,1.0987812599617501,1.1007326110012445,1.1053142008811576,1.1028349513821012,1.103928439213046,1.1023666361603859,1.1045958488577623,1.1039047413343568,1.1027442975921948,1.1003128200073213
64,512.0,225.0,303.0,330.0,356.0,382.0,409.0,436.0,469.0,504.0,547.0,584.0,0.810975262857071,0.810975262857071,0.8054401154775205,0.8092148490115871,0.8082254625763127,0.8070955815745238,0.8065065200185348,0.8075555138731653,0.8070600347564899,0.8071362065094195,0.7947781013141223
64,128.0,88.3,137.0,148.0,160.0,172.0,184.0,199.0,218.0,246.0,269.0,295.0,0.8691582946148116,0.8691582946148116,0.8677628281011415,0.8720006858930199,0.8748122699289324,0.8693411068218426,0.8709545938194535,0.8693765085508233,0.8710290728667625,0.8694571135803782,0.8700662619097324
64,128.0,81.1,136.0,150.0,165.0,179.0,193.0,199.0,220.0,248.0,271.0,298.0,0.8737387560243112,0.8737387560243112,0.8726621952495729,0.8736256832888514,0.8737712559722278,0.8727982887814737,0.8737069331586428,0.873177841744643,0.8717958685129205,0.8725333239283202,0.8724712580555627
72,64.0,86.3,178.0,218.0,257.0,289.0,315.0,340.0,382.0,433.0,498.0,557.0,1.1679151737911708,1.1679151737911708,1.1715714179317913,1.168077673530754,1.1688236950624764,1.1695815347570777,1.1687387520167853,1.169276372908458,1.1683057271425552,1.1686045666257658,1.1574383723991382
32,128.0,90.5,162.0,176.0,190.0,202.0,216.0,232.0,252.0,285.0,321.0,343.0,1.297887451297225,1.297887451297225,1.2888138720882516,1.2895979333317402,1.2903190259261403,1.2925493348519188,1.2938787858463834,1.2940840868566603,1.2956358142806261,1.2935182395491833,1.2950934713997673
32,128.0,98.2,141.0,153.0,165.0,176.0,188.0,202.0,217.0,237.0,271.0,304.0,1.1695624225717973,1.1695624225717973,1.1604233356553049,1.1664332869614498,1.1627922771714152,1.1603822029087227,1.1636504789210884,1.1655583999706585,1.1647156139328874,1.1646931855834137,1.1594132982114582
8,16.0,20.0,25.7,28.9,31.5,34.7,38.7,43.5,48.9,56.5,66.7,77.2,1.3605940695556107,1.3605940695556107,1.3690115560660172,1.3713082190521253,1.3664278102066452,1.358839072368113,1.3700867626762587,1.3744158331195817,1.3693995241942716,1.368955583933494,1.3648986876571678
8,16.0,19.4,25.5,28.7,31.3,34.2,38.1,42.3,47.2,53.0,62.3,78.0,1.3997240068472292,1.3997240068472292,1.4034696258446202,1.3998973399027843,1.4079627436440938,1.397939759706606,1.398835674937508,1.4027140020555589,1.3955863572280935,1.3975248437048706,1.4001968810894159
8,32.0,22.6,32.5,40.4,47.6,54.4,61.3,69.2,76.5,83.7,91.8,98.2,1.5162078826739083,1.5162078826739083,1.5227159972442128,1.5296669236048812,1.5287853625176426,1.5226014349278065,1.5296283299167304,1.5279722834635143,1.5222132636748775,1.5271996358922104,1.517499755603594
8,32.0,22.2,30.2,35.6,40.6,45.4,50.2,55.0,63.0,72.0,78.6,83.9,1.292799178201528,1.292799178201528,1.3027563497444843,1.3059819695752095,1.3070250147786588,1.3064369688460424,1.3021226007601103,1.3040621512232775,1.3049881821053213,1.3095745679844932,1.2986613563069895
56,192.0,56.8,122.0,147.0,175.0,207.0,241.0,278.0,318.0,373.0,428.0,474.0,1.1188463319727764,1.1188463319727764,1.116851335169894,1.1149044632898886,1.117404459283475,1.116335710996217,1.1190669566192102,1.1172249952853643,1.1175661777743104,1.1149836298296856,1.1132963408670138
56,192.0,64.2,123.0,145.0,166.0,187.0,213.0,246.0,284.0,328.0,385.0,435.0,1.0792557704193395,1.0792557704193395,1.0808607678472224,1.0762670252090067,1.0766185871456049,1.0784382717294367,1.0800607691292747,1.0777697013722947,1.0787701461975854,1.0771566071167247,1.075421401564176
56,192.0,59.4,129.0,156.0,185.0,215.0,246.0,279.0,314.0,370.0,428.0,471.0,1.0608207999626316,1.0608207999626316,1.064238919484863,1.0626420470439595,1.061604548706621,1.0615407988087846,1.062220172720042,1.0607233001188818,1.0622842351173776,1.0615462154667707,1.0599920512907577
56,192.0,58.1,125.0,149.0,172.0,196.0,224.0,258.0,298.0,347.0,415.0,459.0,1.093479497624851,1.093479497624851,1.0903482526428836,1.0911107514209275,1.0911263763958874,1.093389497769082,1.0897732535643587,1.0915830720925732,1.092886529825122,1.0914190842601366,1.0876201320148824
12,16.0,120.0,130.0,147.0,165.0,178.0,192.0,204.0,218.0,232.0,246.0,258.0,0.6037677824211292,0.6037677824211292,0.6006599749016017,0.6103612093547147,0.6018055980656628,0.6087768368937793,0.6036499701099314,0.6068860363524868,0.6069228164274728,0.6076569428551521,0.5987770091691822
8,16.0,148.0,159.0,167.0,175.0,184.0,194.0,204.0,213.0,220.0,227.0,233.0,0.4557955195567286,0.4557955195567286,0.4602886373562022,0.46024259576332033,0.46281957080020947,0.45999126283276504,0.46334363246036503,0.46190783118990547,0.45910442050399003,0.46187120426447564,0.4581095158483923
32,32.0,68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,0.5850721873820898,0.5850721873820898,0.576004701913351,0.5754229528456434,0.5767871381594437,0.5781828484227233,0.5774623245774116,0.5791100719367847,0.5784294011526058,0.5782986565704662,0.5752783280774144
48,64.0,178.0,306.0,349.0,382.0,415.0,451.0,490.0,532.0,576.0,617.0,660.0,0.8786838262245005,0.8786838262245005,0.8819805396912931,0.8816992120171399,0.8834552248280102,0.8812157752918802,0.8831505378162918,0.8811853065907084,0.8812272010548197,0.8849397276573269,0.8795917935194213
32,32.0,217.0,351.0,390.0,419.0,451.0,488.0,528.0,567.0,605.0,641.0,680.0,1.029793349686228,1.029793349686228,1.0308950979206015,1.0362397143554907,1.03510952866669,1.0341418427174727,1.0354970905455958,1.036896909730862,1.0384769295202017,1.0349066748251106,1.031679971662788
48,64.0,216.0,369.0,419.0,460.0,504.0,555.0,613.0,684.0,756.0,822.0,883.0,1.0372764626940312,1.0372764626940312,1.0476998053649165,1.0482655075833405,1.0470797672960699,1.049610192928391,1.0443452013658974,1.0476314684208599,1.0479519338671137,1.0464949375041324,1.0434494215514452
48,64.0,219.0,384.0,436.0,480.0,524.0,576.0,641.0,715.0,793.0,874.0,952.0,1.0565204943541635,1.0565204943541635,1.0530973357775077,1.0538514361315108,1.0526479224352232,1.055813620486977,1.0540494826891276,1.0507958606711347,1.051520580491865,1.0548738303263878,1.0494700369030003
8,16.0,170.0,179.0,187.0,195.0,205.0,218.0,231.0,245.0,258.0,272.0,282.0,0.5156116736972796,0.5156116736972796,0.525800407369142,0.5163916724472788,0.5194629175253999,0.5247149091087268,0.5219302052380704,0.5223159486675094,0.5180796384921984,0.5246267981388194,0.5179987948717558
12,16.0,68.9,113.0,127.0,136.0,147.0,158.0,170.0,188.0,206.0,229.0,250.0,1.0764835873619514,1.0764835873619514,1.0668371965709476,1.0644626691262893,1.0658926668346207,1.0751917144322656,1.0678853198912588,1.073015378634277,1.0656915734068866,1.0802576438137697,1.0630627338697805
12,16.0,54.6,87.8,98.5,107.0,115.0,123.0,131.0,140.0,153.0,165.0,178.0,0.8956213772059249,0.8956213772059249,0.8918371645203825,0.8980994982345676,0.899819964227404,0.8864953918309362,0.8927756005164753,0.8867593378365162,0.8945260273987972,0.8964311675748474,0.892199132690304
12,16.0,55.6,95.4,107.0,115.0,124.0,133.0,142.0,155.0,173.0,192.0,216.0,1.1104500954283156,1.1104500954283156,1.112844935340422,1.1097188466001915,1.1134268875328042,1.113153278596281,1.112625560691985,1.105439299887027,1.109066816395114,1.1185696657494864,1.1110814069165962
8,16.0,170.0,178.0,185.0,193.0,201.0,209.0,218.0,227.0,236.0,245.0,253.0,0.504740441119168,0.504740441119168,0.5037735676686484,0.5054933565792366,0.50520356537698,0.5013149466087556,0.5035812763101417,0.5000952699919416,0.5035521617734664,0.5030378049588693,0.49825670150980106
12,16.0,68.1,111.0,125.0,137.0,148.0,159.0,173.0,190.0,208.0,230.0,249.0,1.1067085389244142,1.1067085389244142,1.1108888447251901,1.1037063562356157,1.107918146360936,1.1035422314986365,1.1070965070526688,1.1075964839299934,1.1158339149253795,1.1139357148423739,1.099877456121688
12,16.0,53.6,85.8,96.6,105.0,112.0,120.0,128.0,136.0,147.0,160.0,172.0,0.8936104429285836,0.8936104429285836,0.8958529393348309,0.892180445220252,0.8862309235047644,0.89241119485046,0.8920991953504604,0.8900464754257977,0.8882357640418715,0.8935644013357017,0.8843479577723451
12,16.0,52.3,93.6,106.0,116.0,126.0,136.0,147.0,163.0,180.0,199.0,222.0,1.0892560668931857,1.0892560668931857,1.089493722762326,1.090304190213497,1.0896856755797084,1.0906722521236527,1.091986062518182,1.092555391962936,1.0951883230113422,1.097452824590658,1.0899434407916222
12,16.0,124.0,134.0,153.0,168.0,181.0,194.0,207.0,220.0,234.0,246.0,260.0,0.6598667550187162,0.6598667550187162,0.6602080044718407,0.6500842706958115,0.6511405190031018,0.6565103228976265,0.658471288505046,0.6578297047117989,0.6570103142838564,0.6547940548147293,0.6530222659874746
12,16.0,101.0,132.0,143.0,156.0,180.0,188.0,202.0,223.0,244.0,261.0,271.0,1.106342914510352,1.106342914510352,1.0918580939732605,1.093192623084587,1.0952279323228657,1.0992034884517672,1.1019716715155659,1.1003849776297792,1.092024148394647,1.1004956322143524,1.0832464202740524
32,64.0,66.6,123.0,144.0,163.0,181.0,196.0,230.0,252.0,272.0,290.0,306.0,0.679366723768692,0.679366723768692,0.6750076682543743,0.6723372558672249,0.6742256382576306,0.6731194212804184,0.6741355863186116,0.6748498113644936,0.6801985193106831,0.6793301613272857,0.6744836065942188
72,128.0,96.4,195.0,231.0,267.0,302.0,340.0,381.0,423.0,466.0,515.0,566.0,1.0479564455786332,1.0479564455786332,1.0488545691393294,1.0514733149426112,1.0515826897673308,1.049612067925386,1.0510983155435734,1.0501858170059142,1.0492553497470511,1.0515587314723922,1.0497039427781505
8,16.0,520.0,551.0,587.0,646.0,705.0,740.0,766.0,787.0,803.0,818.0,833.0,0.13952227640607762,0.13952227640607762,0.13846602809878727,0.13989060914913273,0.14266664636701124,0.13925902682795294,0.13776998754757286,0.13957334775280378,0.14061508715477422,0.1413368568314226,0.13988302582795217
8,16.0,575.0,590.0,607.0,623.0,639.0,656.0,673.0,690.0,704.0,716.0,732.0,0.24179961249970125,0.24179961249970125,0.24832397704396406,0.24300752723060257,0.24318086028615793,0.24370735944240723,0.24498460739553066,0.24276532523779532,0.24193570603160214,0.24260488898696878,0.24170373765334724
16,64.0,418.0,438.0,455.0,472.0,490.0,511.0,538.0,566.0,591.0,611.0,627.0,0.3138154345894561,0.3138154345894561,0.31256926471152796,0.30771153812136465,0.31062383814170613,0.30806416255626007,0.3102333309550204,0.31076682340363393,0.3103953228829173,0.3103670546990523,0.3085796929800875
16,16.0,299.0,313.0,351.0,381.0,398.0,417.0,437.0,459.0,480.0,501.0,521.0,0.6174567604836122,0.6174567604836122,0.6108608960539329,0.6246424989679784,0.6177955724406431,0.6176888101117369,0.616457387085176,0.6204695056554835,0.6194408823039224,0.6200101730582619,0.6073167767336247
32,32.0,444.0,468.0,520.0,576.0,619.0,655.0,687.0,715.0,745.0,775.0,799.0,0.5320273973899677,0.5320273973899677,0.5349548301985579,0.5352286422597555,0.5413995698704249,0.5417149818649558,0.538730511647772,0.5375786206366127,0.5376488727561718,0.5384396371139182,0.5331193956399664
32,32.0,427.0,447.0,486.0,542.0,587.0,625.0,662.0,699.0,731.0,765.0,796.0,0.5276789043587232,0.5276789043587232,0.522516287632167,0.5224350377623754,0.5234376611556034,0.5227668622306042,0.5233726612597701,0.5244655880797092,0.5253462205970073,0.5236727441122003,0.5199081668118577
32,32.0,430.0,451.0,513.0,573.0,614.0,649.0,681.0,712.0,738.0,766.0,793.0,0.5473787477883862,0.5473787477883862,0.5567972326946247,0.5548846107597312,0.5532567696184572,0.5548667357883771,0.5562658585461878,0.5610684222783248,0.5560879213313443,0.5534632797041774,0.5541598619211904
32,32.0,418.0,461.0,502.0,538.0,575.0,610.0,646.0,681.0,719.0,757.0,792.0,0.5588544793977472,0.5588544793977472,0.5501574933352579,0.5502972431112994,0.5525864581926768,0.550474367827445,0.551168241715465,0.5486225672236527,0.550507883398734,0.5508145339489723,0.5475396225305736
48,32.0,468.0,501.0,537.0,582.0,619.0,655.0,692.0,728.0,770.0,811.0,852.0,0.5970542217514946,0.5970542217514946,0.5930201657163432,0.5934478882451747,0.5936182227936305,0.5932085493430171,0.5937450306261266,0.5911524965155325,0.5936608789752711,0.5924276220230776,0.5906993212213685
48,64.0,194.0,351.0,401.0,442.0,487.0,538.0,599.0,669.0,736.0,798.0,858.0,1.0449576222594512,1.0449576222594512,1.0414141123131666,1.043654577472669,1.0446498883776159,1.0459478550475358,1.0486463663479884,1.0460383906167323,1.045682015629812,1.0458246260783521,1.0412770031578935
48,64.0,181.0,308.0,351.0,382.0,416.0,451.0,490.0,533.0,576.0,617.0,662.0,0.8859140490125775,0.8859140490125775,0.885307721859258,0.8826549136105633,0.8834095217762524,0.8828671788953938,0.8840899894357568,0.8841407706043766,0.8835542481068187,0.883974885453552,0.8802468705946157
32,32.0,179.0,288.0,341.0,377.0,413.0,449.0,489.0,530.0,572.0,616.0,656.0,1.0230707354596735,1.0230707354596735,1.0273241661432622,1.027661353102897,1.0291023195436506,1.0255326065143582,1.027932727668001,1.026304248134893,1.0260396057018575,1.0272691870647033,1.0225149863502994
32,32.0,260.0,336.0,377.0,407.0,437.0,470.0,509.0,552.0,593.0,635.0,676.0,0.8759385962489179,0.8759385962489179,0.8812035878114115,0.8747247231942319,0.8777569683348532,0.8779675679973529,0.8819429616265148,0.8799221612935559,0.8772426566590726,0.878321925762804,0.8778983431082906
32,32.0,191.0,303.0,354.0,389.0,424.0,461.0,500.0,540.0,583.0,626.0,664.0,1.0431215783268366,1.0431215783268366,1.0377444619440306,1.0345237171054928,1.0331826880045831,1.0335178437174735,1.032848344790391,1.0326974521750636,1.035302090858096,1.036222922715734,1.0293643503737284
8,16.0,160.0,174.0,189.0,203.0,215.0,227.0,238.0,247.0,256.0,264.0,269.0,0.5045454414316684,0.5045454414316684,0.506706687968124,0.5034458598604892,0.5029570064772432,0.500742947525423,0.505357940129584,0.503972049493425,0.5043666917181269,0.5057966894264585,0.5005349478587566
8,16.0,123.0,142.0,158.0,173.0,188.0,201.0,212.0,222.0,230.0,238.0,244.0,0.49351170911397363,0.49351170911397363,0.4894167156764787,0.48845796721293827,0.4937351462559005,0.4926114605566831,0.49062192207838695,0.4921977826482014,0.48916484108012487,0.48943116009777493,0.4868654697650235
8,16.0,180.0,190.0,200.0,210.0,221.0,234.0,247.0,258.0,270.0,281.0,288.0,0.5017991958327134,0.5017991958327134,0.5015066963014637,0.5023787782372265,0.5035826304746382,0.5041456920722939,0.5006562809976454,0.502474730464409,0.506724969188827,0.5087054347649965,0.5018755707103174
16,16.0,271.0,280.0,294.0,309.0,322.0,335.0,347.0,359.0,368.0,376.0,387.0,0.3516819364058156,0.3516819364058156,0.34811831711675745,0.35806167618184936,0.3536294957847194,0.35151033668081577,0.3529851843172723,0.3558911439459889,0.3558634609546385,0.35309135081379994,0.35053436324487947
80,320.0,833.0,1015.0,1114.0,1199.0,1254.0,1363.0,1450.0,1538.0,1676.0,1768.0,1897.0,0.6220794718254035,0.6220794718254035,0.6218661909172005,0.6203224433911608,0.6225304086027467,0.6212714418703262,0.6228229081339962,0.6206822642430949,0.6218509565666146,0.6213759833694581,0.6190082267472822
8,16.0,58.2,66.4,71.6,77.3,85.7,96.1,111.0,121.0,129.0,157.0,171.0,1.086652008566366,1.086652008566366,1.092729498826775,1.084750761613243,1.0922663745689631,1.0867690083788657,1.0934201227200033,1.0957821725060868,1.0920388749335466,1.0917039449147392,1.0891057546340712
12,48.0,118.0,153.0,165.0,176.0,187.0,198.0,214.0,234.0,253.0,273.0,293.0,0.7500825479417816,0.7500825479417816,0.7471209901878791,0.7495462988011573,0.7491177057380067,0.7442585572751222,0.744320578009063,0.7500430837193115,0.7447698220807856,0.7465310258555592,0.7419006860537709
12,24.0,136.0,157.0,169.0,180.0,191.0,204.0,221.0,240.0,261.0,279.0,302.0,0.9759842692522664,0.9759842692522664,0.9824842588355919,0.9773059338008758,0.9812303025118085,0.9833660907557296,0.9805559285925386,0.9769035534933368,0.981323739862069,0.9808953724930011,0.9748825210178929
16,32.0,99.3,113.0,123.0,136.0,154.0,178.0,209.0,237.0,257.0,294.0,337.0,1.150782530792849,1.150782530792849,1.132602872426986,1.1362279707841865,1.1326008411802413,1.1306358130793324,1.1350132852308026,1.1355075552720346,1.1383817694159113,1.1366044285142207,1.132988809308496
16,32.0,92.9,106.0,116.0,127.0,143.0,164.0,189.0,209.0,224.0,270.0,297.0,1.0794126451679373,1.0794126451679373,1.083999200317671,1.0844907620299102,1.081813578820278,1.0795572699361662,1.0811893089873794,1.080524607671656,1.0822076406887673,1.0817065998250526,1.0787870211705421
12,48.0,124.0,156.0,168.0,179.0,190.0,202.0,218.0,235.0,255.0,273.0,293.0,0.7397638144782527,0.7397638144782527,0.7415675615876255,0.7496410903159142,0.7488902061025904,0.7476320518688679,0.7468393239726016,0.7451553236951358,0.7473495054466679,0.7468497059004083,0.7433729336943941
12,24.0,132.0,158.0,170.0,181.0,193.0,206.0,223.0,241.0,261.0,278.0,297.0,0.9814984270821209,0.9814984270821209,0.9790988475942766,0.9836325903286459,0.9786221816914994,0.9836542569605903,0.9830006468969338,0.9807849758445224,0.982806549985765,0.9783182469933901,0.9741729388217131
16,32.0,104.0,114.0,124.0,136.0,153.0,176.0,204.0,232.0,249.0,283.0,325.0,1.1477031607277488,1.1477031607277488,1.1390622370754158,1.136617970159186,1.1449955088169448,1.1405011722694243,1.1411517128935553,1.1455082535309509,1.133374746190006,1.1392495631641018,1.1386925501678642
16,32.0,88.9,102.0,112.0,123.0,139.0,160.0,185.0,204.0,219.0,258.0,286.0,1.0951019950246887,1.0951019950246887,1.087740756821573,1.0866899251722684,1.0829063895689746,1.0842047624882438,1.0842930540134175,1.0853102250023794,1.0894896602688364,1.0821309047006307,1.079908269373666
32,128.0,575.0,625.0,661.0,698.0,737.0,785.0,839.0,895.0,980.0,1050.0,1103.0,0.6065739497990553,0.6065739497990553,0.5989643916813889,0.6060478568921549,0.6012274544609272,0.6014832392072648,0.5993599769849366,0.6022182313329615,0.6017530395561415,0.6015808067592395,0.5965345127629349
40,128.0,423.0,463.0,491.0,521.0,554.0,592.0,641.0,694.0,742.0,788.0,837.0,0.5955534205852018,0.5955534205852018,0.6026289300795507,0.6055886822807913,0.6044800729463018,0.6037894490530735,0.6047834057935236,0.6024484392973708,0.6014927860669652,0.6046525032255262,0.6026898674818943
8,16.0,52.7,61.5,66.9,72.9,80.8,90.8,102.0,112.0,119.0,143.0,156.0,1.0966944924726034,1.0966944924726034,1.1006026112095777,1.1049223959534962,1.0994082381236416,1.0933892477694827,1.092512832507331,1.0909698587895749,1.0925243429055513,1.0948510232046658,1.091697625480422
